HRG_Code,HRG_Desc,HRG_Version,HRG_Type,Exc_All_Settings,HRG_Chapter_Code,HRG_Chapter_Desc,HRG_SubChapter_Code,HRG_SubChapter_Desc
FD11G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",4+,C,N,F,Digestive System,FD,Digestive System Disorders
FD11H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",4+,C,N,F,Digestive System,FD,Digestive System Disorders
FD11J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",4+,C,N,F,Digestive System,FD,Digestive System Disorders
FD11K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",4+,C,N,F,Digestive System,FD,Digestive System Disorders
FE01Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE02A,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE02B,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE02C,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE02F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 18 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE03A,"Intermediate Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE03B,"Intermediate Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 18 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE10A,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE10B,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE10C,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE10D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE11A,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE11B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE11C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE11D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE12A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE12B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE13Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE20Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE21Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE22Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE23C,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 5 and 18 years",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE23D,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 4 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE30Z,"Therapeutic Colonoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE31Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE32Z,"Diagnostic Colonoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE33Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE34Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE35Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE36Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE37C,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 5 and 18 years",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE37D,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 4 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE40Z,"Therapeutic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE41Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, with Biopsy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE42Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE43Z,"Therapeutic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE44Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, with Biopsy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE45Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE46Z,"Upper Gastrointestinal Tract Endoscopic Procedure, with Colonoscopy or Sigmoidoscopy, 18 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE50A,"Wireless Capsule Endoscopy, 19 years and over",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FE50B,"Wireless Capsule Endoscopy, 18 years and under",4+,C,N,F,Digestive System,FE,Digestive System Endoscopic Procedures
FF01A,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF01B,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF01C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF02A,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF02B,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF02C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF03A,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF03B,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04A,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04B,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04C,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04D,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04E,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04F,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04G,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF04H,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF05Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF10Z,Complex Surgical Procedures for Obesity,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF11Z,Major Surgical Procedures for Obesity,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF12Z,Sleeve Gastrectomy for Obesity,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF13Z,Gastric Band Procedures for Obesity,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF14Z,Adjustment of Gastric Band for Obesity,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF20A,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF20B,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF20C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF20D,"Complex Small Intestine Procedures, 18 years and under",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF21A,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF21B,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF21C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF21D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF22A,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF22B,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF22C,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF22D,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF23A,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF23B,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF23C,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF23D,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF23E,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF30A,Very Complex Large Intestine Procedures with CC Score 9+,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF30B,Very Complex Large Intestine Procedures with CC Score 6-8,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF30C,Very Complex Large Intestine Procedures with CC Score 3-5,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF30D,Very Complex Large Intestine Procedures with CC Score 0-2,4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF31A,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF31B,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF31C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF31D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF32A,"Proximal Colon Procedures, 19 years and over, with CC Score 6+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF32B,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF32C,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF33A,"Distal Colon Procedures, 19 years and over, with CC Score 3+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF33B,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF34A,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF34B,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF34C,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF35A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF35B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF35C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF35D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF36Z,"Intermediate Large Intestine Procedures, 19 years and over",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF37A,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
FF37B,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",4+,C,N,F,Digestive System,FF,Digestive System Open and Laparoscopic Procedures
