OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
H508,H508: Other specified repair of anus,H50,H50: Repair of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H509,H509: Unspecified repair of anus,H50,H50: Repair of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H511,H511: Haemorrhoidectomy,H51,H51: Excision of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H512,H512: Partial internal sphincterotomy for haemorrhoid,H51,H51: Excision of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H513,H513: Stapled haemorrhoidectomy,H51,H51: Excision of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H518,H518: Other specified excision of haemorrhoid,H51,H51: Excision of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H519,H519: Unspecified excision of haemorrhoid,H51,H51: Excision of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H521,H521: Cryotherapy to haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H522,H522: Infrared photocoagulation of haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H523,H523: Injection of sclerosing substance into haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H524,H524: Rubber band ligation of haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H528,H528: Other specified destruction of haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H529,H529: Unspecified destruction of haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H531,H531: Evacuation of perianal haematoma,H53,H53: Other operations on haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H532,H532: Forced manual dilation of anus for haemorrhoid,H53,H53: Other operations on haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H533,H533: Manual reduction of prolapsed haemorrhoid,H53,H53: Other operations on haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H538,H538: Other specified other operations on haemorrhoid,H53,H53: Other operations on haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H539,H539: Unspecified other operations on haemorrhoid,H53,H53: Other operations on haemorrhoid,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H541,H541: Anorectal stretch,H54,H54: Dilation of anal sphincter,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H548,H548: Other specified dilation of anal sphincter,H54,H54: Dilation of anal sphincter,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H549,H549: Unspecified dilation of anal sphincter,H54,H54: Dilation of anal sphincter,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H551,H551: Laying open of low anal fistula,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H552,H552: Laying open of high anal fistula,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H553,H553: Laying open of anal fistula NEC,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H554,H554: Insertion of seton into high anal fistula and partial laying open of track HFQ,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H555,H555: Fistulography of anal fistula,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H556,H556: Probing of perineal fistula,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.4,Live
H557,H557: Repair of anal fistula using plug,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.5,Live
H558,H558: Other specified other operations on perianal region,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H559,H559: Unspecified other operations on perianal region,H55,H55: Other operations on perianal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H561,H561: Biopsy of lesion of anus,H56,H56: Other operations on anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H562,H562: Lateral sphincterotomy of anus,H56,H56: Other operations on anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H563,H563: Incision of septum of anus,H56,H56: Other operations on anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H564,H564: Excision of anal fissure,H56,H56: Other operations on anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H568,H568: Other specified other operations on anus,H56,H56: Other operations on anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H569,H569: Unspecified other operations on anus,H56,H56: Other operations on anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H571,H571: Placement of artificial anal sphincter NEC,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H572,H572: Maintenance of artificial anal sphincter NEC,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H573,H573: Removal of artificial anal sphincter NEC,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H574,H574: Creation of graciloplasty sphincter,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H575,H575: Placement of dynamic graciloplasty sphincter,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H576,H576: Maintenance of dynamic graciloplasty sphincter,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H577,H577: Removal of dynamic graciloplasty sphincter,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H578,H578: Other specified other operations on the anal sphincter to control continence,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H579,H579: Unspecified other operations on the anal sphincter to control continence,H57,H57: Other operations on the anal sphincter to control continence,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H581,H581: Drainage of ischiorectal abscess,H58,H58: Drainage through perineal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H582,H582: Drainage of perianal abscess,H58,H58: Drainage through perineal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H583,H583: Drainage of perirectal abscess,H58,H58: Drainage through perineal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H588,H588: Other specified drainage through perineal region,H58,H58: Drainage through perineal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H589,H589: Unspecified drainage through perineal region,H58,H58: Drainage through perineal region,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H591,H591: Excision of pilonidal sinus and Z plasty skin flap HFQ,H59,H59: Excision of pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H592,H592: Excision of pilonidal sinus and skin flap NEC,H59,H59: Excision of pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H593,H593: Excision of pilonidal sinus and skin graft HFQ,H59,H59: Excision of pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H594,H594: Excision of pilonidal sinus and suture HFQ,H59,H59: Excision of pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H598,H598: Other specified excision of pilonidal sinus,H59,H59: Excision of pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H599,H599: Unspecified excision of pilonidal sinus,H59,H59: Excision of pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H601,H601: Destruction of pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H602,H602: Laying open of pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H603,H603: Drainage of pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H604,H604: Injection of radiocontrast substance into pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H608,H608: Other specified other operations on pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H609,H609: Unspecified other operations on pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H621,H621: Laser recanalisation of bowel NEC,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H622,H622: Mobilisation of bowel NEC,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H623,H623: Dilation of bowel NEC,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H624,H624: Intubation of bowel NEC,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H625,H625: Irrigation of bowel NEC,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H626,H626: Proctoscopy,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.6,Live
H628,H628: Other specified other operations on bowel,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H629,H629: Unspecified other operations on bowel,H62,H62: Other operations on bowel,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H661,H661: Excision of ileoanal pouch,H66,H66: Therapeutic operations on ileoanal pouch,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H662,H662: Revision of ileoanal pouch,H66,H66: Therapeutic operations on ileoanal pouch,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H668,H668: Other specified therapeutic operations on ileoanal pouch,H66,H66: Therapeutic operations on ileoanal pouch,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H669,H669: Unspecified therapeutic operations on ileoanal pouch,H66,H66: Therapeutic operations on ileoanal pouch,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H681,H681: Diagnostic endoscopic examination of colonic pouch and biopsy of colonic pouch using colonoscope,H68,H68: Diagnostic endoscopic examination of enteric pouch using colonoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H682,H682: Diagnostic endoscopic examination of colonic pouch using colonoscope NEC,H68,H68: Diagnostic endoscopic examination of enteric pouch using colonoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H683,H683: Diagnostic endoscopic examination of ileoanal pouch and biopsy of ileoanal pouch using colonoscope,H68,H68: Diagnostic endoscopic examination of enteric pouch using colonoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H684,H684: Diagnostic endoscopic examination of ileoanal pouch using colonoscope NEC,H68,H68: Diagnostic endoscopic examination of enteric pouch using colonoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H688,H688: Other specified diagnostic endoscopic examination of enteric pouch using colonoscope,H68,H68: Diagnostic endoscopic examination of enteric pouch using colonoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H689,H689: Unspecified diagnostic endoscopic examination of enteric pouch using colonoscope,H68,H68: Diagnostic endoscopic examination of enteric pouch using colonoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H691,H691: Diagnostic endoscopic examination of colonic pouch and biopsy of colonic pouch using fibreoptic sigmoidoscope,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H692,H692: Diagnostic endoscopic examination of colonic pouch using fibreoptic sigmoidoscope NEC,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H693,H693: Diagnostic endoscopic examination of ileoanal pouch and biopsy of ileoanal pouch using fibreoptic sigmoidoscope,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H694,H694: Diagnostic endoscopic examination of ileoanal pouch using fibreoptic sigmoidoscope NEC,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H698,H698: Other specified diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H699,H699: Unspecified diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H701,H701: Diagnostic endoscopic examination of colonic pouch and biopsy of colonic pouch using rigid sigmoidoscope,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H702,H702: Diagnostic endoscopic examination of colonic pouch using rigid sigmoidoscope NEC,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H703,H703: Diagnostic endoscopic examination of ileoanal pouch and biopsy of ileoanal pouch using rigid sigmoidoscope,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H704,H704: Diagnostic endoscopic examination of ileoanal pouch using rigid sigmoidoscope NEC,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H708,H708: Other specified diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
H709,H709: Unspecified diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.3,Live
